article_idx,pmid,title,bertopic_topic,display_label
20827,34761120,Targeting transcriptional regulators for treatment of anaplastic thyroid cancer.,0,0_cells_cell_abstract_title
20828,34746365,Development of an in silico multi-epitope vaccine against SARS-COV-2 by précised immune-informatics approaches.,9,9_sarscov2_virus_viral_covid19
20829,34661890,Innate Immune Response Against HIV-1.,0,0_cells_cell_abstract_title
20830,34634466,Integrated Systems Analysis of the Murine and Human Pancreatic Cancer Glycomes Reveals a Tumor-Promoting Role for ST6GAL1.,1,1_abstract_title_cells_cell
20831,34586012,"Mucins, gut microbiota, and postbiotics role in colorectal cancer.",1,1_abstract_title_cells_cell
20832,34585143,Bioorthogonal chemistry.,0,0_cells_cell_abstract_title
20833,34557865,APE1/Ref-1 - One Target with Multiple Indications: Emerging Aspects and New Directions.,0,0_cells_cell_abstract_title
20834,34549195,Subcellular proteomics.,1,1_abstract_title_cells_cell
20835,34521095,Opioids Cause Sex-Specific Vascular Changes via Cofilin-Extracellular Signal-Regulated Kinase Signaling: Female Mice Present Higher Risk of Developing Morphine-Induced Vascular Dysfunction than Male Mice.,0,0_cells_cell_abstract_title
20836,34486095,Zooming in on the WNT/CTNNB1 Destruction Complex: Functional Mechanistic Details with Implications for Therapeutic Targeting.,4,4_abstract_title_cells_cell
20837,34477502,"Molecular Cloning, Functional and Biophysical Characterization of an Antimicrobial Peptide from Rhizosphere Soil.",10,10_resistance_isolates_strains_study
20838,34462056,Epigenetics in kidney diseases.,0,0_cells_cell_abstract_title
20839,34459412,The Satellite Cell at 60: The Foundation Years.,4,4_abstract_title_cells_cell
20840,34453739,Destruction or Reconstruction: A Subtle Liaison between the Proteolytic and Signaling Role of Protein Ubiquitination in Spermatogenesis.,6,6_proteins_cell_protein_abstract
20841,34453730,"The Good, the Bad and the Ugly of Testicular Immune Regulation: A Delicate Balance Between Immune Function and Immune Privilege.",0,0_cells_cell_abstract_title
20842,34453297,NGF and the Amyloid Precursor Protein in Alzheimer's Disease: From Molecular Players to Neuronal Circuits.,2,2_cells_cancer_cell_expression
20843,34434420,Labor Complicated by Cervical Stenosis Following a Laser Cone Biopsy.,3,3_abstract_title_cells_cell
20844,34420978,A Multi-Omic Huntington's Disease Transgenic Sheep-Model Database for Investigating Disease Pathogenesis.,4,4_abstract_title_cells_cell
20845,34417759,Long Noncoding RNAs: An Overview.,6,6_proteins_cell_protein_abstract
20846,34369712,Novel Coronavirus: A Review from Origin to Current Status of Therapeutic Strategies.,9,9_sarscov2_virus_viral_covid19
20847,34353481,A holistic perspective on herpes simplex virus (HSV) ecology and evolution.,5,5_abstract_title_cells_cancer
20848,34348018,Mesenchymal Stem Cells: From Regeneration to Drug Delivery Systems.,2,2_cells_cancer_cell_expression
20849,34339027,Current and Futuristic Roadmap of Ovarian Cancer Management: An Overview.,7,7_title_abstract_cell_cells
20850,34337139,Emerging mutations in envelope protein of SARS-CoV-2 and their effect on thermodynamic properties.,1,1_abstract_title_cells_cell
20851,34332121,Affinity Proteomics and Deglycoproteomics Uncover Novel EDEM2 Endogenous Substrates and an Integrative ERAD Network.,6,6_proteins_cell_protein_abstract
20852,34324181,Direct Conversion of Human Fibroblasts to Induced Neurons.,0,0_cells_cell_abstract_title
20853,34311861,Immunoblot-based assays for assessing autophagy in the turquoise killifish Nothobranchius furzeri.,0,0_cells_cell_abstract_title
20854,34303328,"The Role of Tumor Associated Macrophages (TAMs) in Cancer Progression, Chemoresistance, Angiogenesis and Metastasis - Current Status.",2,2_cells_cancer_cell_expression
20855,34292541,Molecular Biology and Genetic Tools to Investigate Functional Redundancy Among Fe-S Cluster Carriers in E. coli.,8,8_abstract_title_biology_molecular
20856,34279841,"Associastion of In-hospital Use of Statins, Aspirin, and Renin-Angiotensin-Aldosterone Inhibitors with Mortality and ICU Admission Due to COVID-19.",11,11_patients_study_95_risk
20857,34263088,The regulation of healthspan and lifespan by dietary amino acids.,1,1_abstract_title_cells_cell
20858,34183117,Application and design considerations for 3'-end sequencing using click-chemistry.,3,3_abstract_title_cells_cell
20859,34176559,Follicular lymphoma dynamics.,1,1_abstract_title_cells_cell
20860,34165705,Pseudogenes: Four Decades of Discovery.,3,3_abstract_title_cells_cell
20861,34151859,An Emerging Role for Phosphoinositides in the Pathophysiology of Parkinson's Disease.,6,6_proteins_cell_protein_abstract
20862,34146720,MS-Based HLA-II Peptidomics Combined With Multiomics Will Aid the Development of Future Immunotherapies.,4,4_abstract_title_cells_cell
20863,34129941,Proteomic Portraits Reveal Evolutionarily Conserved and Divergent Responses to Spinal Cord Injury.,5,5_abstract_title_cells_cancer
20864,34099173,Preparation of the Transient Receptor Potential Vanilloid 2 (TRPV2) channel for structural studies.,6,6_proteins_cell_protein_abstract
20865,34092943,"Chytridiomycosis in Asian Amphibians, a Global Resource for Batrachochytrium dendrobatidis (Bd) Research.",7,7_title_abstract_cell_cells
20866,34092811,"mRNA Targeting, Transport and Local Translation in Eukaryotic Cells: From the Classical View to a Diversity of New Concepts.",6,6_proteins_cell_protein_abstract
20867,34089863,Proteomic Dissection of the Impact of Environmental Exposures on Mouse Seminal Vesicle Function.,2,2_cells_cancer_cell_expression
20868,34083048,Potential application of γ-H2AX as a biodosimetry tool for radiation triage.,11,11_patients_study_95_risk
20869,34074530,Mass spectrometry based proteomics for developmental neurobiology in the amphibian Xenopus laevis.,6,6_proteins_cell_protein_abstract
20870,34074496,The many-sided contributions of NF-κB to T-cell biology in health and disease.,3,3_abstract_title_cells_cell
20871,34047986,Collection and Analysis of Phloem Lipids.,8,8_abstract_title_biology_molecular
20872,34045921,Emerging Molecular Strategies for Improving Rice Drought Tolerance.,3,3_abstract_title_cells_cell
20873,34028778,Regulated Chloroplast Gene Expression in Chlamydomonas.,1,1_abstract_title_cells_cell
20874,34026547,Middle East respiratory syndrome coronavirus infection profile in Qatar: An 8-year experience.,9,9_sarscov2_virus_viral_covid19
20875,34019875,How epigallocatechin gallate binds and assembles oligomeric forms of human alpha-synuclein.,6,6_proteins_cell_protein_abstract
20876,34019283,"An ""-omycs"" Toolbox to Work with MYC.",3,3_abstract_title_cells_cell
20877,33977480,FLIM-FRET Analysis of Ras Nanoclustering and Membrane-Anchorage.,0,0_cells_cell_abstract_title
20878,33973215,Retrieval and Investigation of Data on SARS-CoV-2 and COVID-19 Using Bioinformatics Approach.,9,9_sarscov2_virus_viral_covid19
20879,33973171,Ecology and Evolution of Betacoronaviruses.,9,9_sarscov2_virus_viral_covid19
20880,33971198,Cardio- and reno-protective effects of dipeptidyl peptidase III in diabetic mice.,5,5_abstract_title_cells_cancer
20881,33957121,The PDB and protein homeostasis: From chaperones to degradation and disaggregase machines.,6,6_proteins_cell_protein_abstract
20882,33954300,Organelle-Specific Autophagy in Cellular Aging and Rejuvenation.,3,3_abstract_title_cells_cell
20883,33950392,Dynamic Structural Biology Experiments at XFEL or Synchrotron Sources.,1,1_abstract_title_cells_cell
20884,33950382,The Protein Data Bank Archive.,8,8_abstract_title_biology_molecular
20885,33949928,"Mediterranean Diet, Brain and Muscle: Olive Polyphenols and Resveratrol Protection in Neurodegenerative and Neuromuscular Disorders.",4,4_abstract_title_cells_cell
20886,33947305,Animal immunization merges with innovative technologies: A new paradigm shift in antibody discovery.,0,0_cells_cell_abstract_title
20887,33934827,Post-translational modification control of viral DNA sensors and innate immune signaling.,5,5_abstract_title_cells_cancer
20888,33928580,ITC for Characterization of Self-Assembly Process of Cationic Dendrons for siRNA Delivery.,3,3_abstract_title_cells_cell
20889,33898925,Repositioned Drugs for COVID-19-the Impact on Multiple Organs.,0,0_cells_cell_abstract_title
20890,33895739,"Small Airway Dysfunction in Asthma Is Associated with Perceived Respiratory Symptoms, Non-Type 2 Airway Inflammation, and Poor Responses to Therapy.",11,11_patients_study_95_risk
20891,33872596,Adipose tissue plasticity and the pleiotropic roles of BMP signaling.,1,1_abstract_title_cells_cell
20892,33853758,The deubiquitinase TRABID stabilizes the K29/K48-specific E3 ubiquitin ligase HECTD1.,6,6_proteins_cell_protein_abstract
20893,33785358,"How the Protein Data Bank changed biology: An introduction to the JBC Reviews thematic series, part 1.",7,7_title_abstract_cell_cells
20894,33785159,MPA/DMBA-driven mammary carcinomas.,1,1_abstract_title_cells_cell
20895,33779927,Emerging Roles of Extracellular Vesicles Derived Non-Coding RNAs in the Cardiovascular System.,6,6_proteins_cell_protein_abstract
20896,33779922,Extracellular Vesicle-Mediated Bone Remodeling and Bone Metastasis: Implications in Prostate Cancer.,0,0_cells_cell_abstract_title
20897,33759637,PD-1 Immune Checkpoint Inhibitor Therapy Malignant Tumor Based on Monotherapy and Combined Treatment Research.,4,4_abstract_title_cells_cell
20898,33749513,Effects of plants extracts on the expression of major genes of JAK/STAT pathway.,4,4_abstract_title_cells_cell
20899,33744904,SARS-CoV-2 Infection and the COVID-19 Pandemic Emergency: The Importance of Diagnostic Methods.,1,1_abstract_title_cells_cell
20900,33742404,From Whole Blood to Isolated Pro-Metastasis Immune Cells: An Ex Vivo Approach to Isolate and Manipulate Immune Cells Contributing to Tumor Metastasis.,1,1_abstract_title_cells_cell
20901,33737495,SARS-CoV-2 genomics: An Indian perspective on sequencing viral variants.,1,1_abstract_title_cells_cell
20902,33728002,"Comparison of intraosseous access and central venous catheterization in Chinese adult emergency patients: A prospective, multicenter, and randomized study.",11,11_patients_study_95_risk
20903,33711481,"Data Management of Sensitive Human Proteomics Data: Current Practices, Recommendations, and Perspectives for the Future.",5,5_abstract_title_cells_cancer
20904,33709961,"Evolutionary Cell Biology (ECB): Lessons, challenges, and opportunities for the integrative study of cell evolution.",8,8_abstract_title_biology_molecular
20905,33707015,Correlative super-resolution fluorescence and electron cryo-microscopy based on cryo-SOFI.,3,3_abstract_title_cells_cell
20906,33704721,Simultaneous BRAFV600E Protein and DNA Aberration Detection in Circulating Melanoma Cells Using an Integrated Multimolecular Sensor.,2,2_cells_cancer_cell_expression
20907,33687344,The Flexible Genome of Acidophilic Prokaryotes.,1,1_abstract_title_cells_cell
20908,33680715,Determination of Potential Drug Candidate Molecules of the Hypericum perforatum for COVID-19 Treatment.,9,9_sarscov2_virus_viral_covid19
20909,33661875,Molecular biology of coronaviruses: an overview of virus-host interactions and pathogenesis.,11,11_patients_study_95_risk
20910,33656715,Emerging Technologies for the Treatment of COVID-19.,7,7_title_abstract_cell_cells
20911,33640867,Host Innate Immune Response and Viral Immune Evasion During Alphaherpesvirus Infection.,1,1_abstract_title_cells_cell
20912,33634751,Guidelines for the use and interpretation of assays for monitoring autophagy (4th edition)1.,5,5_abstract_title_cells_cancer
20913,33617880,Genetic glycoengineering in mammalian cells.,0,0_cells_cell_abstract_title
20914,33602066,Potential Application of CRISPR/Cas9 System to Engineer Abiotic Stress Tolerance in Plants.,0,0_cells_cell_abstract_title
20915,33588719,Trefoil Factor Family (TFF) Peptides and their Different Roles in the Mucosal Innate Immune Defense and More: An Update.,2,2_cells_cancer_cell_expression
20916,33588407,Role of Upper Respiratory Microbiota and Virome in Childhood Rhinitis and Wheeze: Collegium Internationale Allergologicum Update 2021.,11,11_patients_study_95_risk
20917,33588323,Emotion regulation in emerging adults with major depressive disorder and frequent cannabis use.,11,11_patients_study_95_risk
20918,33579860,Modifiers of Somatic Repeat Instability in Mouse Models of Friedreich Ataxia and the Fragile X-Related Disorders: Implications for the Mechanism of Somatic Expansion in Huntington's Disease.,2,2_cells_cancer_cell_expression
20919,33579428,Signaling pathways in hepatocellular carcinoma.,0,0_cells_cell_abstract_title
20920,33556626,Chromatin Proteomics to Study Epigenetics - Challenges and Opportunities.,7,7_title_abstract_cell_cells
20921,33543464,In Vitro and In Vivo Tumor Models for the Evaluation of Anticancer Nanoparticles.,0,0_cells_cell_abstract_title
20922,33541831,Roles and regulation of myosin V interaction with cargo.,6,6_proteins_cell_protein_abstract
20923,33537942,The Effect of Cannabinoids on the Brain's Circadian Clock.,6,6_proteins_cell_protein_abstract
20924,33535957,Exosomes as a Promising Therapeutic Strategy for Peripheral Nerve Injury.,5,5_abstract_title_cells_cancer
20925,33526974,Severe acute respiratory syndrome coronavirus (SARS-CoV)-2 infection induces dysregulation of immunity: in silico gene expression analysis.,9,9_sarscov2_virus_viral_covid19
